Player,Runs,Fours,Sixes,Dots,Wickets,RunsConceded,Overs,StrikeRate,Economy,PerformanceScore
Dilshan Munaweera,173,0.0,0.0,0.0,0,22,1.0,17300.0,11.0,173
Dimitri Mascarenhas,6784,0.0,0.0,0.0,44,1106,189.2,678400.0,5.814931650893796,7884
Dimuth Karunaratne,2933,0.0,0.0,0.0,2,113,30.3,293300.0,3.610223642172524,2983
Dinesh Mongia,1985,0.0,0.0,0.0,6,291,54.1,198500.0,5.281306715063521,2135
Dinesh Salunkhe,934,0.0,0.0,0.0,1,78,8.0,93400.0,8.666666666666666,959
Dirk Nannes,9224,0.0,0.0,0.0,65,1649,224.6,922400.0,7.309397163120567,10849
Doddapaneni Kalyankrishna,538,0.0,0.0,0.0,2,87,8.0,53800.0,9.666666666666666,588
Dolar Mahmud,223,0.0,0.0,0.0,1,42,4.0,22300.0,8.4,248
Dom Bess,917,0.0,0.0,0.0,8,206,113.0,91700.0,1.8070175438596492,1117
Dominic Thornely,1414,0.0,0.0,0.0,6,142,20.0,141400.0,6.761904761904762,1564
Domnic Muthuswami,877,0.0,0.0,0.0,4,101,14.0,87700.0,6.733333333333333,977
Donald Tiripano,2619,0.0,0.0,0.0,12,405,110.5,261900.0,3.632286995515695,2919
Doug Bollinger,18068,0.0,0.0,0.0,129,3329,544.2,1806800.0,6.106016140865737,21293
Doug Bracewell,13987,0.0,0.0,0.0,80,2720,685.8,1398700.0,3.960396039603961,15987
Dougie Brown,520,0.0,0.0,0.0,1,66,13.0,52000.0,4.714285714285714,545
Duanne Olivier,4126,0.0,0.0,0.0,48,924,239.6,412600.0,3.8403990024937658,5326
Dushmantha Chameera,7029,0.0,0.0,0.0,38,1475,274.5,702900.0,5.353901996370236,7979
Dwaine Pretorius,7974,0.0,0.0,0.0,40,1206,261.2,797400.0,4.59954233409611,8974
Dwaraka Ravi Teja,334,0.0,0.0,0.0,1,28,3.0,33400.0,7.0,359
Dwayne Bravo,55944,0.0,0.0,0.0,363,9884,1422.6,5594400.0,6.942961506041023,65019
Dwayne Leverock,689,0.0,0.0,0.0,3,130,20.0,68900.0,6.190476190476191,764
Dwayne Smith,13287,0.0,0.0,0.0,44,1485,222.1,1328700.0,6.656207978484985,14387
Ebadot Hossain,1987,0.0,0.0,0.0,5,397,95.0,198700.0,4.135416666666667,2112
Ed Rainsford,333,0.0,0.0,0.0,1,69,10.0,33300.0,6.2727272727272725,358
Eddie Leie,138,0.0,0.0,0.0,3,16,3.0,13800.0,4.0,213
Edgar Schiferli,626,0.0,0.0,0.0,4,107,22.0,62600.0,4.6521739130434785,726
Ehsan Adil,1238,0.0,0.0,0.0,4,205,50.0,123800.0,4.019607843137255,1338
Ehsan Khan,285,0.0,0.0,0.0,2,65,10.0,28500.0,5.909090909090909,335
Ehsan Nawaz,285,0.0,0.0,0.0,1,50,8.0,28500.0,5.555555555555555,310
Elias Sunny,619,0.0,0.0,0.0,2,115,21.0,61900.0,5.2272727272727275,669
Elijah Otieno,72,0.0,0.0,0.0,0,18,2.0,7200.0,6.0,72
Elton Chigumbura,6120,0.0,0.0,0.0,21,835,125.0,612000.0,6.626984126984127,6645
Enamul Haque jnr,487,0.0,0.0,0.0,0,65,16.0,48700.0,3.823529411764706,487
Evan Gulbis,5162,0.0,0.0,0.0,18,625,75.2,516200.0,8.202099737532809,5612
Ewen Thompson,356,0.0,0.0,0.0,1,60,7.0,35600.0,7.5,381
Fabian Allen,3215,0.0,0.0,0.0,10,476,70.0,321500.0,6.704225352112676,3465
Faf du Plessis,2297,0.0,0.0,0.0,2,142,21.2,229700.0,6.396396396396397,2347
Fahad Alhashmi,341,0.0,0.0,0.0,0,45,7.2,34100.0,5.487804878048781,341
Faheem Ashraf,7158,0.0,0.0,0.0,32,1133,214.2,715800.0,5.264869888475837,7958
Faisal Hossain,251,0.0,0.0,0.0,0,26,6.1,25100.0,3.6619718309859155,251
Faiz Fazal,286,0.0,0.0,0.0,0,20,2.0,28600.0,6.666666666666667,286
Fakhar Zaman,988,0.0,0.0,0.0,1,92,16.6,98800.0,5.227272727272727,1013
Fareed Ahmad,164,0.0,0.0,0.0,0,17,1.0,16400.0,8.5,164
Farhaan Behardien,7279,0.0,0.0,0.0,11,595,101.4,727900.0,5.810546875,7554
Farhad Reza,1068,0.0,0.0,0.0,8,211,39.1,106800.0,5.261845386533666,1268
Farveez Maharoof,12262,0.0,0.0,0.0,63,2035,366.6,1226200.0,5.5359085963003265,13837
Fawad Ahmed,11829,0.0,0.0,0.0,73,2026,291.5,1182900.0,6.926495726495727,13654
Fawad Alam,1121,0.0,0.0,0.0,2,167,26.0,112100.0,6.185185185185185,1171
Fidel Edwards,11776,0.0,0.0,0.0,63,2103,408.0,1177600.0,5.141809290953545,13351
Gagandeep Singh,634,0.0,0.0,0.0,3,141,14.0,63400.0,9.4,709
Gareth Batty,1901,0.0,0.0,0.0,5,311,77.4,190100.0,3.966836734693877,2026
Gareth Delany,1014,0.0,0.0,0.0,1,99,13.0,101400.0,7.071428571428571,1039
Garey Mathurin,299,0.0,0.0,0.0,1,56,6.0,29900.0,8.0,324
Gary Ballance,569,0.0,0.0,0.0,0,5,2.0,56900.0,1.6666666666666667,569
Gary Brent,221,0.0,0.0,0.0,2,40,10.0,22100.0,3.6363636363636362,271
Gary Kidd,810,0.0,0.0,0.0,1,125,23.0,81000.0,5.208333333333333,835
Gary Putland,1024,0.0,0.0,0.0,3,186,22.0,102400.0,8.08695652173913,1099
Gautam Gambhir,578,0.0,0.0,0.0,0,17,3.0,57800.0,4.25,578
Gavin Ewing,481,0.0,0.0,0.0,1,48,13.0,48100.0,3.4285714285714284,506
Gavin Tonge,906,0.0,0.0,0.0,6,200,44.0,90600.0,4.444444444444445,1056
Geert-Maarten Mol,210,0.0,0.0,0.0,0,18,4.0,21000.0,3.6,210
George Codrington,308,0.0,0.0,0.0,1,63,9.0,30800.0,6.3,333
George Dockrell,3831,0.0,0.0,0.0,9,620,100.0,383100.0,6.138613861386139,4056
George Linde,1019,0.0,0.0,0.0,6,206,43.0,101900.0,4.681818181818182,1169
Glenn Maxwell,45131,0.0,0.0,0.0,129,5009,776.5,4513100.0,6.442443729903537,48356
Glenn McGrath,2793,0.0,0.0,0.0,17,443,82.0,279300.0,5.337349397590361,3218
Glenn Rogers,222,0.0,0.0,0.0,0,53,10.0,22200.0,4.818181818181818,222
Gnaneswara Rao,97,0.0,0.0,0.0,0,7,1.0,9700.0,3.5,97
Gordon Drummond,797,0.0,0.0,0.0,1,99,19.0,79700.0,4.95,822
Gordon Goudie,464,0.0,0.0,0.0,0,102,12.4,46400.0,7.611940298507463,464
Graeme Cremer,4637,0.0,0.0,0.0,16,1034,226.0,463700.0,4.5550660792951545,5037
Graeme Smith,1011,0.0,0.0,0.0,3,124,15.0,101100.0,7.75,1086
Graeme Swann,30382,0.0,0.0,0.0,239,5755,1514.9,3038200.0,3.7964245662642653,36357
Graham Napier,139,0.0,0.0,0.0,1,27,4.0,13900.0,5.4,164
Graham Onions,947,0.0,0.0,0.0,4,185,34.0,94700.0,5.285714285714286,1047
Grant Elliott,10649,0.0,0.0,0.0,29,967,179.3,1064900.0,5.3632834165280086,11374
Greg Lamb,1820,0.0,0.0,0.0,9,264,62.1,182000.0,4.183835182250396,2045
Greg Thompson,725,0.0,0.0,0.0,1,73,12.0,72500.0,5.615384615384615,750
Greg West,418,0.0,0.0,0.0,2,85,7.0,41800.0,10.625,468
Gulbadin Naib,2083,0.0,0.0,0.0,12,350,53.2,208300.0,6.4575645756457565,2383
Gurinder Sandhu,8007,0.0,0.0,0.0,47,1491,187.3,800700.0,7.918215613382899,9182
Gurkeerat Singh Mann,1945,0.0,0.0,0.0,5,165,23.0,194500.0,6.875,2070
Guy Walker,180,0.0,0.0,0.0,0,47,3.0,18000.0,11.75,180
Hamid Hassan,1279,0.0,0.0,0.0,4,176,37.4,127900.0,4.583333333333334,1379
Hamilton Masakadza,3504,0.0,0.0,0.0,6,251,62.3,350400.0,3.9652448657187995,3654
Hamish Bennett,4662,0.0,0.0,0.0,32,891,141.7,466200.0,6.2438682550805895,5462
Hamish Kingston,845,0.0,0.0,0.0,4,134,12.0,84500.0,10.307692307692308,945
Hamish Rutherford,196,0.0,0.0,0.0,0,2,1.0,19600.0,1.0,196
Hanuma Vihari,3780,0.0,0.0,0.0,6,227,64.3,378000.0,3.4762633996937216,3930
Harbhajan Singh,89038,0.0,0.0,0.0,513,17107,4289.1,8903800.0,3.9875527376984214,101863
Hardik Pandya,32368,0.0,0.0,0.0,152,4997,802.7,3236800.0,6.217494089834515,36168
Hardus Viljoen,1509,0.0,0.0,0.0,8,316,42.0,150900.0,7.348837209302325,1709
Haris Rauf,2519,0.0,0.0,0.0,28,511,62.5,251900.0,8.047244094488189,3219
Haris Sohail,4761,0.0,0.0,0.0,2,261,54.0,476100.0,4.745454545454545,4811
Harmeet Singh,4077,0.0,0.0,0.0,27,731,90.9,407700.0,7.95429815016322,4752
Harpreet Brar,517,0.0,0.0,0.0,0,89,9.0,51700.0,8.9,517
Harry Conway,1162,0.0,0.0,0.0,7,215,27.2,116200.0,7.624113475177305,1337
Harry Gurney,5728,0.0,0.0,0.0,34,1110,158.5,572800.0,6.959247648902822,6578
Harshal Patel,7145,0.0,0.0,0.0,44,1330,149.8,714500.0,8.819628647214854,8245
Harvir Baidwan,358,0.0,0.0,0.0,3,84,9.1,35800.0,8.316831683168317,433
Hasan Ali,11133,0.0,0.0,0.0,64,2283,391.1,1113300.0,5.822494261667941,12733
Hashim Amla,325,0.0,0.0,0.0,0,6,2.0,32500.0,2.0,325
Hasibul Hossain,348,0.0,0.0,0.0,0,53,6.0,34800.0,7.571428571428571,348
Hayden Kerr,260,0.0,0.0,0.0,0,19,3.0,26000.0,4.75,260
Hayden Walsh,3540,0.0,0.0,0.0,17,522,84.4,354000.0,6.112412177985948,3965
Heath Streak,226,0.0,0.0,0.0,1,32,10.0,22600.0,2.909090909090909,251
Heinrich Klaasen,437,0.0,0.0,0.0,0,33,4.0,43700.0,6.6,437
Henk-Jan Mol,210,0.0,0.0,0.0,1,16,6.0,21000.0,2.2857142857142856,235
Henry Davids,247,0.0,0.0,0.0,1,13,2.0,24700.0,4.333333333333333,272
Henry Osinde,1205,0.0,0.0,0.0,3,162,26.0,120500.0,6.0,1280
Henry Thornton,186,0.0,0.0,0.0,1,40,4.0,18600.0,8.0,211
Hilton Cartwright,1000,0.0,0.0,0.0,4,163,12.2,100000.0,12.34848484848485,1100
Hiral Patel,316,0.0,0.0,0.0,1,28,4.0,31600.0,5.6,341
Hiren Varaiya,284,0.0,0.0,0.0,0,44,10.0,28400.0,4.0,284
Hussain Talat,60,0.0,0.0,0.0,1,3,0.4,6000.0,2.142857142857143,85
Iain O'Brien,5422,0.0,0.0,0.0,39,1177,283.3,542200.0,4.139992965177629,6397
Iain Wardlaw,1111,0.0,0.0,0.0,8,280,38.5,111100.0,7.0886075949367084,1311
Ian Bell,323,0.0,0.0,0.0,0,2,1.0,32300.0,1.0,323
Ian Blackwell,1771,0.0,0.0,0.0,5,250,68.0,177100.0,3.6231884057971016,1896
Ian Bradshaw,4202,0.0,0.0,0.0,17,740,190.0,420200.0,3.8743455497382198,4627
Ian Butler,3233,0.0,0.0,0.0,17,589,81.4,323300.0,7.148058252427184,3658
Ian Moran,598,0.0,0.0,0.0,5,96,10.0,59800.0,8.727272727272727,723
Iftikhar Ahmed,1404,0.0,0.0,0.0,3,100,18.2,140400.0,5.208333333333334,1479
Iftikhar Anjum,3606,0.0,0.0,0.0,15,660,128.4,360600.0,5.1004636785162285,3981
Imad Wasim,11122,0.0,0.0,0.0,54,1791,323.4,1112200.0,5.520961775585697,12472
Imran Farhat,1184,0.0,0.0,0.0,0,44,14.3,118400.0,2.8758169934640523,1184
Imran Haider,119,0.0,0.0,0.0,1,16,2.0,11900.0,5.333333333333333,144
Imran Khan,2389,0.0,0.0,0.0,14,384,120.2,238900.0,3.168316831683168,2739
Imran Tahir,38000,0.0,0.0,0.0,292,7114,1391.1,3800000.0,5.110265067164716,45300
Imrul Kayes,462,0.0,0.0,0.0,0,3,1.0,46200.0,1.5,462
Iqbal Abdulla,6873,0.0,0.0,0.0,40,1075,149.8,687300.0,7.1286472148541105,7873
Irfan Ahmed,374,0.0,0.0,0.0,0,53,6.0,37400.0,7.571428571428571,374
Irfan Pathan,47627,0.0,0.0,0.0,265,8544,1529.4,4762700.0,5.582854155776268,54252
Ish Sodhi,19822,0.0,0.0,0.0,120,3914,741.0,1982200.0,5.274932614555256,22822
Ishan Malhotra,179,0.0,0.0,0.0,0,23,1.0,17900.0,11.5,179
Ishant Sharma,82282,5.0,0.0,23.0,467,15562,3828.0,342841.6666666666,4.064246539566467,93957
Ishara Amerasinghe,686,0.0,0.0,0.0,4,119,27.0,68600.0,4.25,786
Ishwar Pandey,3596,0.0,0.0,0.0,16,563,73.0,359600.0,7.608108108108108,3996
Isuru Udana,5906,0.0,0.0,0.0,25,1094,144.0,590600.0,7.544827586206897,6531
Izatullah Dawlatzai,196,0.0,0.0,0.0,2,56,3.0,19600.0,14.0,246
JJ Smuts,1846,0.0,0.0,0.0,3,194,33.0,184600.0,5.705882352941177,1921
Jack Leach,3106,6.0,1.0,107.0,26,746,267.4,2875.925925925926,2.7794336810730256,3756
Jack Prestwidge,2003,0.0,0.0,0.0,13,264,32.4,200300.0,7.904191616766467,2328
Jack Wildermuth,7272,0.0,0.0,0.0,34,1167,142.7,727200.0,8.121085594989562,8122
Jack Wood,129,0.0,0.0,0.0,2,28,3.0,12900.0,7.0,179
Jackson Bird,10921,0.0,0.0,0.0,62,2000,332.8,1092100.0,5.991611743559017,12471
Jackson Coleman,1471,0.0,0.0,0.0,11,182,25.2,147100.0,6.9465648854961835,1746
Jacob Duffy,153,0.0,0.0,0.0,4,33,4.0,15300.0,6.6,253
Jacob Oram,13164,0.0,0.0,0.0,77,2032,397.1,1316400.0,5.104245164531524,15089
Jacques Kallis,27434,0.0,0.0,0.0,109,4003,669.4,2743400.0,5.9710620525059666,30159
Jade Dernbach,10869,0.0,0.0,0.0,69,2369,322.2,1086900.0,7.329826732673268,12594
Jagadeesha Suchith,2348,0.0,0.0,0.0,12,396,45.0,234800.0,8.608695652173912,2648
Jai Prakash Yadav,1988,0.0,0.0,0.0,6,290,60.0,198800.0,4.754098360655738,2138
Jake Ball,8115,0.0,0.0,0.0,29,1524,278.5,811500.0,5.452593917710197,8840
Jake Lehmann,631,0.0,0.0,0.0,1,42,4.0,63100.0,8.4,656
Jake Reed,1619,0.0,0.0,0.0,16,277,31.0,161900.0,8.65625,2019
Jamaluddin Syed Mohammad,1846,0.0,0.0,0.0,8,283,32.0,184600.0,8.575757575757576,2046
James Anderson,71840,4.0,0.0,70.0,528,13085,4116.4,101183.0985915493,3.1779763928692866,85040
James Bazley,489,0.0,0.0,0.0,0,36,4.0,48900.0,7.2,489
James Faulkner,37511,0.0,0.0,0.0,252,6609,956.4,3751100.0,6.903070816795488,43811
James Franklin,14320,0.0,0.0,0.0,43,1631,299.2,1432000.0,5.433044636908727,15395
James Hopes,16915,0.0,0.0,0.0,71,2473,415.3,1691500.0,5.940427576267115,18690
James Muirhead,2049,0.0,0.0,0.0,14,299,39.0,204900.0,7.475,2399
James Neesham,19414,0.0,0.0,0.0,61,2497,433.2,1941400.0,5.750806080147398,20939
James Pattinson,12560,0.0,0.0,0.0,92,2526,513.1,1256000.0,4.913440964792842,14860
James Tredwell,12340,0.0,0.0,0.0,66,2031,392.9,1234000.0,5.156130997715157,13990
James Vince,1846,0.0,0.0,0.0,1,51,11.0,184600.0,4.25,1871
Jamie Dalrymple,126,0.0,0.0,0.0,2,5,4.0,12600.0,1.0,176
Jan Stander,233,0.0,0.0,0.0,0,18,3.0,23300.0,4.5,233
Janeiro Tucker,689,0.0,0.0,0.0,1,110,19.0,68900.0,5.5,714
Jarrod Freeman,315,0.0,0.0,0.0,1,37,4.0,31500.0,7.4,340
Jaskaran Singh,1185,0.0,0.0,0.0,6,171,17.0,118500.0,9.5,1335
Jason Behrendorff,11591,0.0,0.0,0.0,88,2091,321.5,1159100.0,6.4837209302325585,13791
Jason Floros,2448,0.0,0.0,0.0,3,280,32.1,244800.0,8.459214501510573,2523
Jason Holder,30952,0.0,0.0,0.0,141,5408,1131.7,3095200.0,4.774432771254524,34477
Jason Krejza,2822,0.0,0.0,0.0,23,774,130.5,282200.0,5.885931558935361,3397
Jason Mohammed,1052,0.0,0.0,0.0,0,66,13.0,105200.0,4.714285714285714,1052
Jason Sangha,196,0.0,0.0,0.0,0,11,1.0,19600.0,5.5,196
Jasprit Bumrah,45032,4.0,0.0,30.0,352,8108,1701.3,145264.51612903227,4.7629677495153615,53832
Javed Ahmadi,1113,0.0,0.0,0.0,2,62,13.3,111300.0,4.335664335664336,1163
Javon Searles,530,0.0,0.0,0.0,2,89,7.0,53000.0,11.125,580
Jayant Yadav,4056,0.0,0.0,0.0,18,664,152.3,405600.0,4.3313763861709065,4506
Jayde Herrick,382,0.0,0.0,0.0,0,60,7.3,38200.0,7.228915662650602,382
Jaydev Unadkat,15043,0.0,0.0,0.0,96,2835,364.2,1504300.0,7.762869660460022,17443
Jean-Paul Duminy,42365,0.0,0.0,0.0,103,4236,778.7,4236500.0,5.4328587918430165,44940
Jeet Raval,703,0.0,0.0,0.0,1,34,14.0,70300.0,2.2666666666666666,728
Jeetan Patel,10930,0.0,0.0,0.0,55,2197,610.5,1093000.0,3.5928045789043335,12305
Jeevan Mendis,8496,0.0,0.0,0.0,21,914,155.5,849600.0,5.840255591054313,9021
Jeffrey Vandersay,1272,0.0,0.0,0.0,6,243,39.0,127200.0,6.075,1422
Jehan Mubarak,490,0.0,0.0,0.0,1,11,2.0,49000.0,3.6666666666666665,515
Jermaine Blackwood,1196,0.0,0.0,0.0,0,45,7.3,119600.0,5.421686746987952,1196
Jermaine Lawson,180,0.0,0.0,0.0,2,58,9.0,18000.0,5.8,230
Jerome Taylor,18552,0.0,0.0,0.0,107,3524,687.1,1855200.0,5.121348641185874,21227
Jesse Ryder,9453,0.0,0.0,0.0,23,836,152.3,945300.0,5.453359425962165,10028
Jhye Richardson,11728,0.0,0.0,0.0,91,2209,313.9,1172800.0,7.014925373134329,14003
Jimmy Hansra,358,0.0,0.0,0.0,0,21,2.0,35800.0,7.0,358
Jimmy Kamande,356,0.0,0.0,0.0,0,73,10.0,35600.0,6.636363636363637,356
Joe Burns,1147,0.0,0.0,0.0,3,59,8.0,114700.0,6.555555555555555,1222
Joe Denly,6154,0.0,0.0,0.0,12,497,101.0,615400.0,4.872549019607843,6454
Joe Mennie,3340,0.0,0.0,0.0,16,627,90.0,334000.0,6.8901098901098905,3740
Joe Root,42510,3.0,2.0,46.0,56,2799,638.2,90446.8085106383,4.378911138923654,43910
Joel Paris,3031,0.0,0.0,0.0,12,604,73.1,303100.0,8.151147098515521,3331
Jofra Archer,17692,5.0,0.0,22.0,126,3109,540.3,76921.73913043478,5.7435802697210425,20842
Joginder Sharma,4046,0.0,0.0,0.0,17,672,81.7,404600.0,8.125755743651753,4471
Johan Botha,22451,0.0,0.0,0.0,103,3590,560.6,2245100.0,6.3924501424501425,25026
Johan van der Wath,870,0.0,0.0,0.0,3,190,20.0,87000.0,9.047619047619047,945
John Blain,1056,0.0,0.0,0.0,3,178,33.5,105600.0,5.159420289855072,1131
John Campbell,1025,0.0,0.0,0.0,0,44,12.1,102500.0,3.3587786259541987,1025
John Davison,889,0.0,0.0,0.0,2,108,24.0,88900.0,4.32,939
John Hastings,11853,0.0,0.0,0.0,89,2149,318.3,1185300.0,6.730347635452552,14078
John Mooney,2924,0.0,0.0,0.0,8,404,61.0,292400.0,6.516129032258065,3124
John Nyumbu,3216,0.0,0.0,0.0,15,672,156.5,321600.0,4.266666666666667,3591
Johnson Charles,164,0.0,0.0,0.0,0,12,0.5,16400.0,8.0,164
Jomel Warrican,442,0.0,0.0,0.0,2,101,35.0,44200.0,2.8055555555555554,492
Jon Holland,3799,0.0,0.0,0.0,13,675,122.0,379900.0,5.487804878048781,4124
Jon Lewis,324,0.0,0.0,0.0,1,63,10.0,32400.0,5.7272727272727275,349
Jonathan Carter,1407,0.0,0.0,0.0,3,78,12.4,140700.0,5.820895522388059,1482
Jonathan Cook,3433,0.0,0.0,0.0,24,577,78.0,343300.0,7.30379746835443,4033
Jonathan Merlo,143,0.0,0.0,0.0,0,21,2.0,14300.0,7.0,143
Jonathan Trott,7927,0.0,0.0,0.0,6,355,87.3,792700.0,4.020385050962627,8077
Jonathan Wells,361,0.0,0.0,0.0,0,9,1.1,36100.0,4.285714285714286,361
Josh Davey,962,0.0,0.0,0.0,11,199,28.0,96200.0,6.862068965517241,1237
Josh Hazlewood,34180,0.0,0.0,0.0,245,6616,1793.2,3418000.0,3.6874372979600936,40305
Josh Lalor,8041,0.0,0.0,0.0,58,1504,182.4,804100.0,8.200654307524536,9491
Josh Little,1087,0.0,0.0,0.0,12,221,32.5,108700.0,6.597014925373134,1387
Jubair Hossain,935,0.0,0.0,0.0,5,202,40.1,93500.0,4.914841849148418,1060
Junaid Khan,6389,0.0,0.0,0.0,34,1207,210.1,638900.0,5.717669351018475,7239
Junaid Siddique,544,0.0,0.0,0.0,0,9,1.0,54400.0,4.5,544
Junior Dala,1580,0.0,0.0,0.0,12,312,39.0,158000.0,7.8,1880
Justin Kemp,2295,0.0,0.0,0.0,8,166,27.3,229500.0,5.865724381625442,2495
Justin Ontong,553,0.0,0.0,0.0,1,54,4.4,55300.0,10.0,578
KC Cariappa,1869,0.0,0.0,0.0,8,348,36.0,186900.0,9.405405405405405,2069
KM Asif,378,0.0,0.0,0.0,3,75,6.0,37800.0,10.714285714285714,453
KP Appanna,2080,0.0,0.0,0.0,9,286,36.0,208000.0,7.72972972972973,2305
Kabir Ali,433,0.0,0.0,0.0,4,95,15.4,43300.0,5.7926829268292686,533
Kagiso Rabada,44034,0.0,0.0,0.0,388,9277,2127.8,4403400.0,4.357854190154077,53734
Kamindu Mendis,842,0.0,0.0,0.0,1,115,18.0,84200.0,6.052631578947368,867
Kamlesh Nagarkoti,1464,0.0,0.0,0.0,5,231,26.0,146400.0,8.555555555555555,1589
Kamran Khan,1387,0.0,0.0,0.0,9,224,26.4,138700.0,8.175182481751825,1612
Kamran Shazad,341,0.0,0.0,0.0,1,59,8.0,34100.0,6.555555555555555,366
Kamrul Islam,2685,0.0,0.0,0.0,7,398,93.0,268500.0,4.23404255319149,2860
Kane Richardson,22974,0.0,0.0,0.0,174,4379,612.0,2297400.0,7.143556280587275,27324
Kane Williamson,30939,0.0,0.0,0.0,59,2021,453.1,3093900.0,4.450561550319312,32414
Karan Goel,1038,0.0,0.0,0.0,0,93,11.0,103800.0,7.75,1038
Karanveer Singh,1595,0.0,0.0,0.0,12,321,34.0,159500.0,9.17142857142857,1895
Karim Janat,233,0.0,0.0,0.0,6,44,8.0,23300.0,4.888888888888889,383
Karim Sadiq,471,0.0,0.0,0.0,1,64,8.0,47100.0,7.111111111111111,496
Karn Sharma,11751,0.0,0.0,0.0,64,2001,273.8,1175100.0,7.281659388646288,13351
Kartik Tyagi,1727,0.0,0.0,0.0,9,367,38.1,172700.0,9.38618925831202,1952
Karun Nair,753,0.0,0.0,0.0,0,11,2.0,75300.0,3.6666666666666665,753
Kashif Daud,269,0.0,0.0,0.0,1,56,10.0,26900.0,5.090909090909091,294
Kasun Rajitha,3951,0.0,0.0,0.0,22,903,149.9,395100.0,5.9840954274353875,4501
Kaushalya Weeraratne,695,0.0,0.0,0.0,0,91,9.0,69500.0,9.1,695
Keaton Jennings,1782,0.0,0.0,0.0,0,55,12.1,178200.0,4.198473282442748,1782
Kedar Jadhav,10473,0.0,0.0,0.0,27,1020,197.5,1047300.0,5.138539042821159,11148
Keegan Meth,450,0.0,0.0,0.0,1,78,10.0,45000.0,7.090909090909091,475
Keemo Paul,8205,0.0,0.0,0.0,43,1445,200.9,820500.0,7.157008420009905,9280
Keith Dabengwa,255,0.0,0.0,0.0,0,23,4.0,25500.0,4.6,255
Kelvin Smith,153,0.0,0.0,0.0,0,7,1.0,15300.0,3.5,153
Kemar Roach,24720,0.0,0.0,0.0,170,4720,1111.9,2472000.0,4.241171713541198,28970
Kenny Carroll,81,0.0,0.0,0.0,0,8,1.0,8100.0,4.0,81
Kenroy Peters,417,0.0,0.0,0.0,2,69,20.0,41700.0,3.2857142857142856,467
Keshav Maharaj,15825,0.0,0.0,0.0,117,3963,1171.3,1582500.0,3.3805339930052036,18750
Kesrick Williams,4618,0.0,0.0,0.0,36,904,115.8,461800.0,7.739726027397261,5518
Kevin Hurdle,689,0.0,0.0,0.0,1,82,13.0,68900.0,5.857142857142857,714
Kevin O'Brien,7768,0.0,0.0,0.0,26,1074,164.5,776800.0,6.4894259818731115,8418
Kevin Pietersen,12238,0.0,0.0,0.0,15,742,129.0,1223800.0,5.707692307692308,12613
Kevon Cooper,3873,0.0,0.0,0.0,33,757,96.0,387300.0,7.804123711340206,4698
Khaled Ahmed,715,0.0,0.0,0.0,0,149,30.0,71500.0,4.806451612903226,715
Khaled Mahmud,807,0.0,0.0,0.0,6,145,29.5,80700.0,4.754098360655738,957
Khaleel Ahmed,6467,0.0,0.0,0.0,53,1364,179.5,646700.0,7.556786703601108,7792
Khary Pierre,2724,0.0,0.0,0.0,8,427,54.0,272400.0,7.763636363636364,2924
Khurram Chohan,897,0.0,0.0,0.0,0,130,23.0,89700.0,5.416666666666667,897
Khurram Khan,341,0.0,0.0,0.0,0,31,4.0,34100.0,6.2,341
Kieron Pollard,42888,0.0,0.0,0.0,158,5179,695.7,4288800.0,7.43361561647768,46838
Kinchit Shah,285,0.0,0.0,0.0,3,39,9.0,28500.0,3.9,360
Kirk Edwards,347,0.0,0.0,0.0,0,19,4.0,34700.0,3.8,347
Kithuruwan Vithanage,441,0.0,0.0,0.0,0,29,9.0,44100.0,2.9,441
Kraigg Brathwaite,9038,0.0,0.0,0.0,6,493,136.6,903800.0,3.5828488372093026,9188
Krishmar Santokie,1320,0.0,0.0,0.0,13,279,35.0,132000.0,7.75,1645
Krishna Chandran,104,0.0,0.0,0.0,0,17,3.0,10400.0,4.25,104
Krishnakant  Upadhyay,507,0.0,0.0,0.0,0,81,9.0,50700.0,8.1,507
Krishnappa Gowtham,3870,0.0,0.0,0.0,13,562,68.0,387000.0,8.144927536231885,4195
Krunal Pandya,13341,0.0,0.0,0.0,60,1997,267.1,1334100.0,7.448713166728832,14841
Kuldeep Yadav,25736,0.0,0.0,0.0,204,5037,901.6,2573600.0,5.580545091956569,30836
Kulwant Khejroliya,765,0.0,0.0,0.0,3,153,15.5,76500.0,9.272727272727273,840
Kusal Mendis,509,0.0,0.0,0.0,0,28,3.2,50900.0,6.666666666666666,509
Kyle Abbott,11802,0.0,0.0,0.0,84,2145,527.3,1180200.0,4.060193072118115,13902
Kyle Coetzer,516,0.0,0.0,0.0,0,42,5.0,51600.0,7.0,516
Kyle Jamieson,3333,0.0,0.0,0.0,35,602,205.6,333300.0,2.913843175217812,4208
Kyle Jarvis,3232,0.0,0.0,0.0,16,668,126.5,323200.0,5.23921568627451,3632
Kyle Mayers,238,0.0,0.0,0.0,0,10,1.0,23800.0,5.0,238
Kyle McCallan,4718,0.0,0.0,0.0,24,776,175.7,471800.0,4.3916242218449355,5318
Kyle Mills,20480,0.0,0.0,0.0,123,3625,704.1,2048000.0,5.141114735498511,23555
Lahiru Gamage,3087,0.0,0.0,0.0,8,558,139.8,308700.0,3.9630681818181817,3287
Lahiru Kumara,7284,0.0,0.0,0.0,38,1577,306.2,728400.0,5.133463541666667,8234
