Player,Runs,Fours,Sixes,Dots,Wickets,RunsConceded,Overs,StrikeRate,Economy,PerformanceScore
Lahiru Madushanka,915,0.0,0.0,0.0,4,154,22.0,91500.0,6.695652173913044,1015
Lahiru Thirimanne,2090,0.0,0.0,0.0,2,83,22.1,209000.0,3.593073593073593,2140
Lakshan Sandakan,7736,0.0,0.0,0.0,40,1647,282.9,773600.0,5.801338499471646,8736
Lakshmipathy Balaji,12646,0.0,0.0,0.0,87,2339,298.1,1264600.0,7.820127047810097,14821
Lance Morris,1162,0.0,0.0,0.0,1,156,13.0,116200.0,11.142857142857142,1187
Lasith Embuldeniya,1681,0.0,0.0,0.0,12,479,137.3,168100.0,3.4634851771511204,1981
Lasith Malinga,49230,0.0,0.0,0.0,374,9550,1527.5,4923000.0,6.247955511939811,58580
Laxmi Shukla,3893,0.0,0.0,0.0,15,447,51.8,389300.0,8.465909090909092,4268
Lee Carseldine,105,0.0,0.0,0.0,1,6,1.0,10500.0,3.0,130
Lendl Simmons,3121,0.0,0.0,0.0,8,219,33.0,312100.0,6.4411764705882355,3321
Lewis Gregory,1489,0.0,0.0,0.0,7,254,27.0,148900.0,9.071428571428571,1664
Liam Bowe,2163,0.0,0.0,0.0,11,338,39.0,216300.0,8.45,2438
Liam Dawson,3291,0.0,0.0,0.0,15,546,121.4,329100.0,4.46078431372549,3666
Liam Hatcher,1055,0.0,0.0,0.0,10,201,23.0,105500.0,8.375,1305
Liam Livingstone,995,0.0,0.0,0.0,5,90,10.1,99500.0,8.108108108108109,1120
Liam O'Connor,2733,0.0,0.0,0.0,13,486,61.0,273300.0,7.838709677419355,3058
Liam Plunkett,25313,0.0,0.0,0.0,157,4483,805.9,2531300.0,5.555830957987359,29238
Liam Scott,177,0.0,0.0,0.0,0,28,2.0,17700.0,9.333333333333334,177
Lionel Baker,1788,0.0,0.0,0.0,8,261,50.0,178800.0,5.117647058823529,1988
Lionel Cann,689,0.0,0.0,0.0,0,76,9.4,68900.0,7.3076923076923075,689
Lloyd Pope,2674,0.0,0.0,0.0,14,407,53.0,267400.0,7.537037037037037,3024
Lockie Ferguson,10236,0.0,0.0,0.0,71,2050,330.7,1023600.0,6.180283388604161,12011
Logan van Beek,233,0.0,0.0,0.0,4,23,4.0,23300.0,4.6,333
Lonwabo Tsotsobe,10320,0.0,0.0,0.0,66,2016,407.4,1032000.0,4.936336924583742,11970
Love Ablish,470,0.0,0.0,0.0,3,75,7.0,47000.0,9.375,545
Luke Butterworth,499,0.0,0.0,0.0,4,93,11.4,49900.0,7.5,599
Luke Doran,2018,0.0,0.0,0.0,8,256,36.0,201800.0,6.918918918918919,2218
Luke Feldman,2127,0.0,0.0,0.0,15,372,48.2,212700.0,7.560975609756097,2502
Luke Jongwe,737,0.0,0.0,0.0,0,95,13.0,73700.0,6.785714285714286,737
Luke Woodcock,865,0.0,0.0,0.0,1,117,22.2,86500.0,5.043103448275862,890
Luke Wright,13857,0.0,0.0,0.0,39,1567,242.7,1385700.0,6.430036930652442,14832
Lungi Ngidi,12295,0.0,0.0,0.0,106,2227,399.4,1229500.0,5.561938061938062,14945
Lutho Sipamla,1095,0.0,0.0,0.0,3,186,30.6,109500.0,5.886075949367088,1170
Luuk van Troost,254,0.0,0.0,0.0,0,15,2.0,25400.0,5.0,254
MS Dhoni,2759,0.0,0.0,0.0,1,98,22.0,275900.0,4.260869565217392,2784
Mahbubul Alam,248,0.0,0.0,0.0,2,42,6.0,24800.0,6.0,298
Mahela Jayawardene,1147,0.0,0.0,0.0,1,42,10.7,114700.0,3.58974358974359,1172
Mahipal Lomror,294,0.0,0.0,0.0,0,27,3.0,29400.0,6.75,294
Mahmudullah,19456,0.0,0.0,0.0,35,1869,367.6,1945600.0,5.0705371676614215,20331
Majid Haq,1905,0.0,0.0,0.0,12,329,63.0,190500.0,5.140625,2205
Makhaya Ntini,6070,0.0,0.0,0.0,44,1167,276.6,607000.0,4.203890489913545,7170
Malachi Jones,689,0.0,0.0,0.0,2,112,14.0,68900.0,7.466666666666667,739
Malcolm Waller,1392,0.0,0.0,0.0,2,116,26.0,139200.0,4.296296296296297,1442
Malinda Pushpakumara,2925,0.0,0.0,0.0,15,625,162.2,292500.0,3.8296568627450984,3300
Malinga Bandara,2468,0.0,0.0,0.0,15,447,119.6,246800.0,3.7064676616915424,2843
Mandeep Singh,388,0.0,0.0,0.0,0,26,2.0,38800.0,8.666666666666666,388
Manjula Guruge,104,0.0,0.0,0.0,0,19,6.0,10400.0,2.7142857142857144,104
Manoj Tiwary,2123,0.0,0.0,0.0,6,227,28.0,212300.0,7.827586206896552,2273
Manpreet Gony,7104,0.0,0.0,0.0,39,1334,159.0,710400.0,8.3375,8079
Marchant de Lange,2382,0.0,0.0,0.0,17,506,62.7,238200.0,7.943485086342229,2807
Marcus North,2470,0.0,0.0,0.0,3,149,38.0,247000.0,3.8205128205128207,2545
Marcus Stoinis,25351,0.0,0.0,0.0,104,3386,456.1,2535100.0,7.40756945963684,27951
Mark Adair,1950,0.0,0.0,0.0,8,350,63.9,195000.0,5.3929121725731894,2150
Mark Cosgrove,166,0.0,0.0,0.0,1,10,1.0,16600.0,5.0,191
Mark Craig,8974,0.0,0.0,0.0,46,2152,564.5,897400.0,3.8054818744473917,10124
Mark Gillespie,1589,0.0,0.0,0.0,12,306,67.2,158900.0,4.486803519061583,1889
Mark Higgs,152,0.0,0.0,0.0,0,20,2.0,15200.0,6.666666666666667,152
Mark Steketee,6981,0.0,0.0,0.0,57,1336,151.8,698100.0,8.743455497382199,8406
Mark Watt,365,0.0,0.0,0.0,3,55,10.0,36500.0,5.0,440
Mark Wood,23896,0.0,0.0,0.0,127,4290,918.8,2389600.0,4.664057403783431,27071
Marlon Samuels,25781,0.0,0.0,0.0,80,3344,708.1,2578100.0,4.71583697644902,27781
Marnus Labuschagne,5741,0.0,0.0,0.0,10,427,92.0,574100.0,4.591397849462366,5991
Martin Guptill,7404,0.0,0.0,0.0,11,340,75.9,740400.0,4.421326397919375,7679
Mashrafe Mortaza,17545,0.0,0.0,0.0,78,3083,592.4,1754500.0,5.195483653522077,19495
Mason Crane,791,0.0,0.0,0.0,1,217,52.0,79100.0,4.09433962264151,816
Mathew Sinclair,511,0.0,0.0,0.0,0,1,3.0,51100.0,0.25,511
Matt Dixon,581,0.0,0.0,0.0,6,132,16.0,58100.0,7.764705882352941,731
Matt Henry,13549,0.0,0.0,0.0,66,2712,660.2,1354900.0,4.101633393829401,15199
Matt Johnston,1162,0.0,0.0,0.0,3,150,18.0,116200.0,7.894736842105263,1237
Matt Machan,832,0.0,0.0,0.0,0,69,9.0,83200.0,6.9,832
Matt Parkinson,675,0.0,0.0,0.0,5,124,16.4,67500.0,7.126436781609196,800
Matt Renshaw,3171,0.0,0.0,0.0,6,245,33.0,317100.0,7.205882352941177,3321
Matthew Day,195,0.0,0.0,0.0,0,25,2.0,19500.0,8.333333333333334,195
Matthew Gale,583,0.0,0.0,0.0,1,103,12.0,58300.0,7.923076923076923,608
Matthew Hoggard,1905,0.0,0.0,0.0,13,350,123.5,190500.0,2.8112449799196786,2230
Matthew Kelly,3302,0.0,0.0,0.0,27,608,73.8,330200.0,8.128342245989305,3977
Matthew Kuhnemann,1108,0.0,0.0,0.0,4,154,19.0,110800.0,7.7,1208
Matthew Parker,213,0.0,0.0,0.0,0,26,3.0,21300.0,6.5,213
Matthew Short,2350,0.0,0.0,0.0,3,188,23.5,235000.0,7.673469387755102,2425
Matthew Wade,688,0.0,0.0,0.0,0,28,4.0,68800.0,5.6,688
Max Sorensen,781,0.0,0.0,0.0,0,120,13.0,78100.0,8.571428571428571,781
Mayank Agarwal,389,0.0,0.0,0.0,0,10,1.0,38900.0,5.0,389
Mayank Markande,2929,0.0,0.0,0.0,16,458,54.0,292900.0,8.327272727272728,3329
Mehidy Hasan,7502,0.0,0.0,0.0,36,1761,443.2,750200.0,3.9644304367402072,8402
Mehrab Hossain jnr,119,0.0,0.0,0.0,0,20,2.5,11900.0,5.714285714285714,119
Michael Bates,365,0.0,0.0,0.0,1,76,7.0,36500.0,9.5,390
Michael Beer,8421,0.0,0.0,0.0,41,1345,199.9,842100.0,6.694873071179691,9446
Michael Carberry,269,0.0,0.0,0.0,0,12,1.0,26900.0,6.0,269
Michael Chinouya,1656,0.0,0.0,0.0,4,238,68.0,165600.0,3.449275362318841,1756
Michael Clarke,16129,0.0,0.0,0.0,31,1275,329.4,1612900.0,3.8589588377723976,16904
Michael Hogan,1245,0.0,0.0,0.0,5,226,28.0,124500.0,7.793103448275862,1370
Michael Hussey,3379,0.0,0.0,0.0,2,168,47.0,337900.0,3.5,3429
Michael Leask,498,0.0,0.0,0.0,0,57,4.2,49800.0,10.961538461538462,498
Michael Mason,930,0.0,0.0,0.0,6,207,33.0,93000.0,6.088235294117647,1080
Michael Neser,10325,0.0,0.0,0.0,67,1928,227.6,1032500.0,8.433945756780403,12000
Michael Swart,233,0.0,0.0,0.0,1,34,3.0,23300.0,8.5,258
Michael Vaughan,500,0.0,0.0,0.0,1,52,13.0,50000.0,3.7142857142857144,525
Michael Yardy,6332,0.0,0.0,0.0,23,1010,194.0,633200.0,5.17948717948718,6907
Mickey Edwards,296,0.0,0.0,0.0,1,65,7.0,29600.0,8.125,321
Miguel Cummins,4569,0.0,0.0,0.0,22,831,188.8,456900.0,4.378292939936776,5119
Milinda Siriwardana,4821,0.0,0.0,0.0,10,492,87.5,482100.0,5.559322033898305,5071
Mir Hamza,309,0.0,0.0,0.0,1,67,15.0,30900.0,4.1875,334
Mirwais Ashraf,160,0.0,0.0,0.0,1,26,5.0,16000.0,4.333333333333333,185
Mitchell Johnson,46679,0.0,0.0,0.0,332,9160,1965.5,4667900.0,4.658021866259853,54979
Mitchell Marsh,33570,0.0,0.0,0.0,113,4045,763.2,3357000.0,5.293116985082439,36395
Mitchell McClenaghan,20383,0.0,0.0,0.0,141,4075,546.7,2038300.0,7.44020449150995,23908
Mitchell Perry,117,0.0,0.0,0.0,1,33,2.0,11700.0,11.0,142
Mitchell Santner,30587,0.0,0.0,0.0,134,4955,1197.1,3058700.0,4.1357148818963365,33937
Mitchell Starc,47588,0.0,0.0,0.0,379,9637,2190.8,4758800.0,4.396842777625696,57063
Mitchell Swepson,7021,0.0,0.0,0.0,46,1210,158.2,702100.0,7.600502512562815,8171
Mithun Manhas,431,0.0,0.0,0.0,0,42,7.0,43100.0,5.25,431
Moeen Ali,66258,0.0,0.0,0.0,293,11867,2761.5,6625800.0,4.295746606334841,73583
Mohammad Abbas,4075,0.0,0.0,0.0,27,744,252.4,407500.0,2.936069455406472,4750
Mohammad Amir,16961,0.0,0.0,0.0,100,3043,790.7,1696100.0,3.843627636731085,19461
Mohammad Ashraful,3526,0.0,0.0,0.0,3,163,31.0,352600.0,5.09375,3601
Mohammad Asif,8088,0.0,0.0,0.0,46,1603,369.0,808800.0,4.332432432432433,9238
Mohammad Hafeez,19361,0.0,0.0,0.0,54,2238,507.4,1936100.0,4.40204563335956,20711
Mohammad Hasnain,1977,0.0,0.0,0.0,5,393,53.0,197700.0,7.277777777777778,2102
Mohammad Irfan,7225,0.0,0.0,0.0,38,1303,248.4,722500.0,5.224538893344025,8175
Mohammad Kashif,254,0.0,0.0,0.0,0,30,7.0,25400.0,3.75,254
Mohammad Nabi,10915,0.0,0.0,0.0,49,1712,266.8,1091500.0,6.392830470500373,12140
Mohammad Naveed,646,0.0,0.0,0.0,4,139,22.0,64600.0,6.043478260869565,746
Mohammad Nawaz,3124,0.0,0.0,0.0,15,510,94.3,312400.0,5.351521511017839,3499
Mohammad Rafique,3497,0.0,0.0,0.0,22,776,167.0,349700.0,4.619047619047619,4047
Mohammad Saifuddin,1816,0.0,0.0,0.0,5,308,41.0,181600.0,7.333333333333333,1941
Mohammad Sami,3833,0.0,0.0,0.0,15,754,149.5,383300.0,5.009966777408638,4208
Mohammad Shahid,771,0.0,0.0,0.0,0,134,45.0,77100.0,2.9130434782608696,771
Mohammad Shahzad,82,0.0,0.0,0.0,0,14,1.1,8200.0,6.666666666666666,82
Mohammad Sharif,610,0.0,0.0,0.0,0,109,25.4,61000.0,4.128787878787879,610
Mohammad Talha,935,0.0,0.0,0.0,2,158,29.0,93500.0,5.266666666666667,985
Mohammad Tauqir,445,0.0,0.0,0.0,1,68,12.5,44500.0,5.037037037037037,470
Mohammed Shami,56736,0.0,0.0,0.0,400,11194,2437.1,5673600.0,4.591280095156065,66736
Mohammed Siraj,7738,0.0,0.0,0.0,53,1562,248.6,773800.0,6.25801282051282,9063
Mohit Sharma,19486,0.0,0.0,0.0,117,3501,464.3,1948600.0,7.524177949709864,22411
Mohnish Parmar,157,0.0,0.0,0.0,0,33,3.0,15700.0,8.25,157
Moises Henriques,19388,0.0,0.0,0.0,67,2510,352.6,1938800.0,7.09841628959276,21063
Mominul Haque,4184,0.0,0.0,0.0,7,203,37.0,418400.0,5.342105263157895,4359
Moneeb Iqbal,233,0.0,0.0,0.0,0,45,6.0,23300.0,6.428571428571429,233
Monty Panesar,11263,0.0,0.0,0.0,71,2637,929.3,1126300.0,2.834569493711706,13038
Monu Kumar,145,0.0,0.0,0.0,0,20,2.0,14500.0,6.666666666666667,145
Morne Morkel,50706,0.0,0.0,0.0,383,9783,2267.4,5070600.0,4.312731440663022,60281
Mosaddek Hossain,3469,0.0,0.0,0.0,6,322,51.2,346900.0,6.168582375478927,3619
Mosharraf Hossain,309,0.0,0.0,0.0,0,23,3.0,30900.0,5.75,309
Mthokozisi Shezi,165,0.0,0.0,0.0,1,8,6.0,16500.0,1.1428571428571428,190
Mudassar Bukhari,964,0.0,0.0,0.0,9,181,32.4,96400.0,5.419161676646707,1189
Muhammad Musa,109,0.0,0.0,0.0,0,39,3.5,10900.0,8.666666666666666,109
Mujeeb Ur Rahman,8784,0.0,0.0,0.0,53,1501,238.5,878400.0,6.267223382045929,10109
Munaf Patel,30705,0.0,0.0,0.0,198,5563,1152.9,3070500.0,4.821041684721379,35655
Munir Dar,374,0.0,0.0,0.0,0,55,10.0,37400.0,5.0,374
Murali Kartik,12796,0.0,0.0,0.0,51,2218,358.9,1279600.0,6.162823006390664,14071
Murali Vijay,6274,0.0,0.0,0.0,1,247,70.0,627400.0,3.4788732394366195,6299
Murugan Ashwin,5008,0.0,0.0,0.0,25,784,100.6,500800.0,7.716535433070867,5633
Musavir Khote,390,0.0,0.0,0.0,2,51,5.0,39000.0,8.5,440
Mushfiqur Rahman,593,0.0,0.0,0.0,1,81,12.0,59300.0,6.230769230769231,618
Mustafizur Rahman,11649,0.0,0.0,0.0,80,2240,381.2,1164900.0,5.860805860805861,13649
Muthumudalige Pushpakumara,186,0.0,0.0,0.0,1,27,3.0,18600.0,6.75,211
Muttiah Muralitharan,24803,0.0,0.0,0.0,166,4734,993.7,2480300.0,4.759223886598974,28953
Nadeem Ahmed,659,0.0,0.0,0.0,0,91,18.0,65900.0,4.7894736842105265,659
Naeem Islam,5316,0.0,0.0,0.0,21,707,142.0,531600.0,4.944055944055944,5841
Najeeb Amar,374,0.0,0.0,0.0,2,40,10.0,37400.0,3.6363636363636362,424
Najmul Hossain Shanto,111,0.0,0.0,0.0,0,13,0.4,11100.0,9.285714285714286,111
Narsingh Deonarine,5962,0.0,0.0,0.0,13,639,146.7,596200.0,4.326337169939066,6287
Naseem Shah,1270,0.0,0.0,0.0,4,292,63.3,127000.0,4.541213063763609,1370
Nasir Hossain,5368,0.0,0.0,0.0,15,590,116.8,536800.0,5.00848896434635,5743
Nathan Astle,555,0.0,0.0,0.0,0,67,11.0,55500.0,5.583333333333333,555
Nathan Bracken,6148,0.0,0.0,0.0,40,1113,228.7,614800.0,4.845450587723118,7148
Nathan Coulter-Nile,23789,0.0,0.0,0.0,184,4549,663.3,2378900.0,6.847809724522054,28389
Nathan Ellis,3697,0.0,0.0,0.0,24,676,84.5,369700.0,7.906432748538012,4297
Nathan Hauritz,12784,0.0,0.0,0.0,47,2250,483.4,1278400.0,4.644921552436004,13959
Nathan Lyon,38925,0.0,0.0,0.0,294,8951,2617.4,3892500.0,3.4184998472349526,46275
Nathan McAndrew,3357,0.0,0.0,0.0,17,512,59.4,335700.0,8.47682119205298,3782
Nathan McCullum,19745,0.0,0.0,0.0,83,3000,547.1,1974500.0,5.473453749315818,21820
Nathan Reardon,297,0.0,0.0,0.0,0,29,2.0,29700.0,9.666666666666666,297
Nathan Rimmington,6519,0.0,0.0,0.0,41,1121,138.8,651900.0,8.01859799713877,7544
Nathu Singh,322,0.0,0.0,0.0,1,15,4.0,32200.0,3.0,347
Natsai M'shangwe,945,0.0,0.0,0.0,2,170,33.0,94500.0,5.0,995
Navdeep Saini,8558,0.0,0.0,0.0,36,1539,210.9,855800.0,7.262859839546956,9458
Naved-ul-Hasan,5124,0.0,0.0,0.0,42,992,163.9,512400.0,6.015767131594906,6174
Naveen-ul-Haq,841,0.0,0.0,0.0,9,172,28.0,84100.0,5.931034482758621,1066
Nawroz Mangal,533,0.0,0.0,0.0,1,28,1.5,53300.0,11.2,558
Nayan Doshi,489,0.0,0.0,0.0,2,79,9.2,48900.0,7.745098039215687,539
Nazmul Hossain,1502,0.0,0.0,0.0,5,265,46.0,150200.0,5.638297872340425,1627
Nazmul Islam,610,0.0,0.0,0.0,4,110,16.3,61000.0,6.358381502890174,710
Nehemiah Odhiambo,356,0.0,0.0,0.0,0,43,5.0,35600.0,7.166666666666667,356
Neil Wagner,22114,0.0,0.0,0.0,190,4914,1610.4,2211400.0,3.0495221546481317,26864
Nelon Pascal,246,0.0,0.0,0.0,0,29,4.0,24600.0,5.8,246
Neville Madziva,1372,0.0,0.0,0.0,5,225,32.1,137200.0,6.7975830815709966,1497
Nic Maddinson,1426,0.0,0.0,0.0,6,123,16.0,142600.0,7.235294117647059,1576
Nicholas Bills,195,0.0,0.0,0.0,2,44,4.0,19500.0,8.8,245
Nick Buchanan,880,0.0,0.0,0.0,4,129,12.0,88000.0,9.923076923076923,980
Nick Winter,654,0.0,0.0,0.0,5,85,11.2,65400.0,6.967213114754099,779
Nigel Jones,201,0.0,0.0,0.0,2,32,9.0,20100.0,3.2,251
Nikita Miller,7116,0.0,0.0,0.0,34,1127,234.0,711600.0,4.7957446808510635,7966
Nitish Rana,2392,0.0,0.0,0.0,7,142,17.1,239200.0,7.845303867403314,2567
Nizakat Khan,285,0.0,0.0,0.0,0,15,1.0,28500.0,7.5,285
Noor Ahmad,694,0.0,0.0,0.0,2,121,14.0,69400.0,8.066666666666666,744
Nuwan Kulasekara,23714,0.0,0.0,0.0,115,4263,790.9,2371400.0,5.383255461548176,26589
Nuwan Pradeep,16207,0.0,0.0,0.0,76,3188,713.5,1620700.0,4.46186144156753,18107
Nuwan Zoysa,1414,0.0,0.0,0.0,7,259,35.0,141400.0,7.194444444444445,1589
Obed McCoy,743,0.0,0.0,0.0,5,153,17.0,74300.0,8.5,868
Odean Smith,154,0.0,0.0,0.0,1,38,3.0,15400.0,9.5,179
Olly Stone,770,0.0,0.0,0.0,4,126,28.0,77000.0,4.344827586206897,870
Omari Banks,262,0.0,0.0,0.0,1,41,10.0,26200.0,3.727272727272727,287
Oshada Fernando,684,0.0,0.0,0.0,0,32,4.0,68400.0,6.4,684
Oshane Thomas,5193,0.0,0.0,0.0,37,960,128.5,519300.0,7.413127413127413,6118
Owais Shah,1477,0.0,0.0,0.0,2,92,17.1,147700.0,5.082872928176795,1527
P Hatzoglou,1192,0.0,0.0,0.0,10,240,27.0,119200.0,8.571428571428571,1442
PM Sarvesh Kumar,342,0.0,0.0,0.0,1,42,5.0,34200.0,7.0,367
Padmanabhan Prasanth,97,0.0,0.0,0.0,0,18,1.0,9700.0,9.0,97
Paidikalva Vijaykumar,1514,0.0,0.0,0.0,4,199,25.2,151400.0,7.595419847328245,1614
Palani  Amarnath,1071,0.0,0.0,0.0,7,236,22.0,107100.0,10.26086956521739,1246
Palaniapan Meiyappan,269,0.0,0.0,0.0,1,60,10.0,26900.0,5.454545454545454,294
Pankaj Singh,4236,0.0,0.0,0.0,13,805,132.0,423600.0,6.052631578947368,4561
Pardeep Sahu,757,0.0,0.0,0.0,3,146,17.3,75700.0,7.978142076502732,832
Parth Desai,316,0.0,0.0,0.0,1,60,9.0,31600.0,6.0,341
Parvez Rasool,2047,0.0,0.0,0.0,5,303,37.0,204700.0,7.973684210526316,2172
Parvinder Awana,5357,0.0,0.0,0.0,37,1071,126.3,535700.0,8.413197172034565,6282
Pat Brown,674,0.0,0.0,0.0,3,128,13.0,67400.0,9.142857142857142,749
Pat Cummins,36398,0.0,0.0,0.0,266,6942,1574.1,3639800.0,4.407339216557679,43048
Paul Collingwood,18560,0.0,0.0,0.0,48,1856,375.0,1856000.0,4.9361702127659575,19760
Paul Harris,4097,0.0,0.0,0.0,17,962,332.6,409700.0,2.883693045563549,4522
Paul Hitchcock,193,0.0,0.0,0.0,2,43,3.0,19300.0,10.75,243
Paul Hoffmann,954,0.0,0.0,0.0,4,153,37.0,95400.0,4.026315789473684,1054
Paul Mooney,700,0.0,0.0,0.0,0,83,9.3,70000.0,8.058252427184465,700
Paul Stirling,3157,0.0,0.0,0.0,4,358,57.1,315700.0,6.161790017211704,3257
Paul Valthaty,1593,0.0,0.0,0.0,7,205,25.1,159300.0,7.854406130268199,1768
Pawan Negi,6797,0.0,0.0,0.0,35,936,120.2,679700.0,7.7227722772277225,7672
Pawan Suyal,778,0.0,0.0,0.0,2,151,16.0,77800.0,8.882352941176471,828
Pedro Collins,1619,0.0,0.0,0.0,10,394,116.3,161900.0,3.3589087809036657,1869
Peter Borren,905,0.0,0.0,0.0,5,177,31.0,90500.0,5.53125,1030
Peter Chase,1230,0.0,0.0,0.0,10,276,36.0,123000.0,7.45945945945946,1480
Peter Connell,1067,0.0,0.0,0.0,4,204,37.0,106700.0,5.368421052631579,1167
Peter George,702,0.0,0.0,0.0,2,77,28.0,70200.0,2.6551724137931036,752
Peter Ongondo,615,0.0,0.0,0.0,5,68,18.0,61500.0,3.5789473684210527,740
Peter Siddle,20907,0.0,0.0,0.0,136,3653,926.0,2090700.0,3.9406688241639696,24307
Phil Eaglestone,402,0.0,0.0,0.0,1,60,7.0,40200.0,7.5,427
Pieter Malan,248,0.0,0.0,0.0,0,5,2.0,24800.0,1.6666666666666667,248
Pieter Seelaar,916,0.0,0.0,0.0,7,154,27.0,91600.0,5.5,1091
Piyush Chawla,33881,0.0,0.0,0.0,192,5693,838.8,3388100.0,6.778994998809241,38681
Prabath Jayasuriya,609,0.0,0.0,0.0,0,95,16.0,60900.0,5.588235294117647,609
Pradeep Jeyapragash,220,0.0,0.0,0.0,1,21,6.0,22000.0,3.0,245
Pradeep Sangwan,6123,0.0,0.0,0.0,35,1175,133.4,612300.0,8.742559523809524,6998
Pragyan Ojha,32221,0.0,0.0,0.0,233,6536,1752.6,3222100.0,3.727189781021898,38046
Prasanth Parameswaran,1192,0.0,0.0,0.0,9,224,25.4,119200.0,8.484848484848484,1417
Prasidh Krishna,3989,0.0,0.0,0.0,18,801,85.5,398900.0,9.260115606936417,4439
Praveen Dubey,440,0.0,0.0,0.0,0,72,8.0,44000.0,8.0,440
Praveen Kumar,38806,0.0,0.0,0.0,202,6877,1249.3,3880600.0,5.500279932816125,43856
Pravin Tambe,5292,0.0,0.0,0.0,28,853,110.0,529200.0,7.684684684684685,5992
Prayas Ray Barman,231,0.0,0.0,0.0,0,56,4.0,23100.0,11.2,231
Prince Masvaure,1158,0.0,0.0,0.0,0,61,14.0,115800.0,4.066666666666666,1158
Prithvi Raj,338,0.0,0.0,0.0,1,57,5.0,33800.0,9.5,363
Prosper Utseya,6169,0.0,0.0,0.0,27,1096,231.0,616900.0,4.724137931034483,6844
Qadeer Ahmed,82,0.0,0.0,0.0,1,23,2.0,8200.0,7.666666666666667,107
Qais Ahmad,2719,0.0,0.0,0.0,19,496,62.0,271900.0,7.873015873015873,3194
RP Singh,35467,0.0,0.0,0.0,209,6401,1143.0,3546700.0,5.59527972027972,40692
Rahat Ali,5605,0.0,0.0,0.0,30,1004,293.5,560500.0,3.409168081494058,6355
Rahil Shaikh,166,0.0,0.0,0.0,0,11,1.0,16600.0,5.5,166
Rahkeem Cornwall,584,0.0,0.0,0.0,3,173,64.0,58400.0,2.6615384615384614,659
Rahmat Shah,1033,0.0,0.0,0.0,1,72,11.0,103300.0,6.0,1058
Rahul Chahar,4802,0.0,0.0,0.0,31,826,110.0,480200.0,7.441441441441442,5577
Rahul Sharma,7612,0.0,0.0,0.0,49,1283,191.4,761200.0,6.668399168399168,8837
Rahul Shukla,1109,0.0,0.0,0.0,5,208,20.0,110900.0,9.904761904761905,1234
Rahul Tewatia,5521,0.0,0.0,0.0,24,680,95.2,552100.0,7.0686070686070686,6121
Rahul Tripathi,184,0.0,0.0,0.0,0,12,1.0,18400.0,6.0,184
Raiphi Gomez,1338,0.0,0.0,0.0,5,129,16.0,133800.0,7.588235294117647,1463
Rajagopal Sathish,2022,0.0,0.0,0.0,3,206,21.1,202200.0,9.32126696832579,2097
Rajat Bhatia,13317,0.0,0.0,0.0,71,1985,268.0,1331700.0,7.379182156133829,15092
Rajin Saleh,735,0.0,0.0,0.0,1,50,9.0,73500.0,5.0,760
Raju Bhatkal,208,0.0,0.0,0.0,0,35,2.0,20800.0,11.666666666666666,208
Ramesh Powar,10239,0.0,0.0,0.0,50,1654,329.6,1023900.0,5.003024803387779,11489
Ramith Rambukwella,144,0.0,0.0,0.0,0,27,2.3,14400.0,8.181818181818182,144
Ramnaresh Sarwan,2324,0.0,0.0,0.0,6,220,41.0,232400.0,5.238095238095238,2474
Ranadeb Bose,168,0.0,0.0,0.0,0,24,2.0,16800.0,8.0,168
Rangana Herath,26877,0.0,0.0,0.0,149,5401,1708.9,2687700.0,3.158664249371308,30602
Raqibul Hasan,544,0.0,0.0,0.0,1,0,1.0,54400.0,0.0,569
Rashid Khan,19802,0.0,0.0,0.0,162,3382,537.7,1980200.0,6.27807685167997,23852
Rasikh Salam,213,0.0,0.0,0.0,0,42,4.0,21300.0,8.4,213
Ravi Bishnoi,2343,0.0,0.0,0.0,12,376,51.0,234300.0,7.230769230769231,2643
Ravi Bopara,22251,0.0,0.0,0.0,59,2076,367.4,2225100.0,5.635179153094463,23726
Ravi Rampaul,16653,0.0,0.0,0.0,123,3204,639.8,1665300.0,5.0,19728
Ravichandran Ashwin,91781,8.0,0.0,144.0,712,19188,5019.3,63297.24137931035,3.822082345676553,109581
Ravindra Jadeja,95560,0.0,0.0,0.0,543,16776,4144.5,9556000.0,4.046797732481004,109135
Rawl Lewis,246,0.0,0.0,0.0,1,35,8.0,24600.0,3.888888888888889,271
Ray Price,2817,0.0,0.0,0.0,7,510,104.3,281700.0,4.843304843304844,2992
Rayad Emrit,941,0.0,0.0,0.0,3,174,21.0,94100.0,7.909090909090909,1016
Raymon Reifer,664,0.0,0.0,0.0,2,88,30.0,66400.0,2.838709677419355,714
Raza Hasan,443,0.0,0.0,0.0,4,107,18.0,44300.0,5.631578947368421,543
Reece Topley,3612,0.0,0.0,0.0,22,614,102.8,361200.0,5.9152215799614645,4162
Reeza Hendricks,485,0.0,0.0,0.0,0,34,4.0,48500.0,6.8,485
Regan West,565,0.0,0.0,0.0,1,81,16.0,56500.0,4.764705882352941,590
Reinhardt Strydom,402,0.0,0.0,0.0,1,63,8.0,40200.0,7.0,427
Rhett Lockyear,817,0.0,0.0,0.0,2,69,7.0,81700.0,8.625,867
Richard Gleeson,1314,0.0,0.0,0.0,7,244,23.4,131400.0,10.0,1489
Richie Berrington,1243,0.0,0.0,0.0,3,135,16.4,124300.0,7.7586206896551735,1318
Ricky Ponting,1138,0.0,0.0,0.0,1,38,5.0,113800.0,6.333333333333333,1163
